No,GACAR PART,SUBPART,APPENDIX,SECTION,SUB-SECTION,SUB-SECTION,OPS AREA,AREAS,SUBPART/ APPENDIX HEADING,SUBPART SECTION / APPENDIX SECTION HEADING,REGULATION  STATEMENT
1,5,-,APPENDIX G,-,I,a3 (iii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,(iii) Be signed by the accountable executive of the organization;
1,5,-,APPENDIX G,-,I,a3 (iv),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(iv) Be communicated, with visible endorsement, to all the relevant areas and levels of the organization;"
1,5,-,APPENDIX G,-,I,a3 (v),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,(v) Declare management commitment to effective safety reporting;
1,5,-,APPENDIX G,-,I,a3 (vi),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,(vi) Declare management commitment to the provision of adequate resources for the FRMS;
1,5,-,APPENDIX G,-,I,a3 (vii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,(vii) Declare management commitment to continuous improvement of the FRMS;
1,5,-,APPENDIX G,-,I,a3 (viii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(viii) Require that clear lines of accountability for management, airmen, and all other involved personnel are identified; and"
1,5,-,APPENDIX G,-,I,a3 (ix),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,(ix) Require periodic reviews to ensure it remains relevant and appropriate.
1,5,-,APPENDIX G,-,I,b1,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(b) FRMS documentation. The certificate holder must develop and keep current FRMS documentation that describes and records:
(1) FRMS policy and objectives;"
1,5,-,APPENDIX G,-,I,b2,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,(2) FRMS processes and procedures;
1,5,-,APPENDIX G,-,I,b3,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(3) Accountabilities, responsibilities and authorities for these processes and procedures;"
1,5,-,APPENDIX G,-,I,b4,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(4) Mechanisms for ongoing involvement of management, airmen, and all other involved personnel;"
1,5,-,APPENDIX G,-,I,b5,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(5) FRMS training programs, training requirements and attendance records;"
1,5,-,APPENDIX G,-,I,b6,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(6) Scheduled and actual flight times, duty periods and rest periods with significant deviations and reasons for deviations noted; and"
1,5,-,APPENDIX G,-,I,b7,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Policy and Documentation,"(7) FRMS outputs including findings from collected data, recommendations, and actions taken."
1,5,-,APPENDIX G,-,II,ii,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,II. Fatigue Risk Management Processes.
1,5,-,APPENDIX G,-,II,a1 (i),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,"(a) Identification of hazards.
The certificate holder must develop and maintain three fundamental and documented processes for fatigue hazard identification:
(1) Predictive. The predictive process must identify fatigue hazards by examining airman scheduling and taking into account factors known to affect sleep and fatigue and their effects on performance. Methods of examination may include but are not limited to:
(i) Operator or industry operational experience and data collected on similar types of operations;"
1,5,-,APPENDIX G,-,II,a1 (ii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(ii) Evidence-based scheduling practices; and
1,5,-,APPENDIX G,-,II,a1 (iii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(iii) Bio-mathematical models.
1,5,-,APPENDIX G,-,II,a2 (i),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,"(2) Proactive. The proactive process must identify fatigue hazards within current operations. Methods of examination may include but are not limited to:
(i) Self-reporting of fatigue risks;"
1,5,-,APPENDIX G,-,II,a2 (ii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(ii) Airman fatigue surveys;
1,5,-,APPENDIX G,-,II,a2 (iii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(iii) Relevant airman performance data;
1,5,-,APPENDIX G,-,II,a2 (iv),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(iv) Available safety databases and scientific studies; and
1,5,-,APPENDIX G,-,II,a2 (v),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(v) Analysis of planned versus actual time worked.
1,5,-,APPENDIX G,-,II,a3 (i),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,"(3) Reactive. The reactive process must identify the contribution of fatigue hazards to reports and events associated with potential negative safety consequences in order to determine how the impact of fatigue could have been minimized. At a minimum, the process may be triggered by any of the following:
(i) Fatigue reports;"
1,5,-,APPENDIX G,-,II,a3 (ii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(ii) Confidential reports;
1,5,-,APPENDIX G,-,II,a3 (iii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(iii) Audit reports;
1,5,-,APPENDIX G,-,II,a3 (iv),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(iv) Incidents; and
1,5,-,APPENDIX G,-,II,a3 (v),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(v) Flight data analysis events.
1,5,-,APPENDIX G,-,II,b1,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(1) The certificate holder must develop and implement risk assessment procedures that determine the probability and potential severity of fatigue-related events and identify when the associated risks require mitigation.
1,5,-,APPENDIX G,-,II,b2 (i),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,"(2) The risk assessment procedures must review identified hazards and link them to:
(i) Operational processes;"
1,5,-,APPENDIX G,-,II,b2 (ii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(ii) Their probability;
1,5,-,APPENDIX G,-,II,b2 (iii),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(iii) Possible consequences; and
1,5,-,APPENDIX G,-,II,b2 (iv),-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(iv) The effectiveness of existing safety barriers and controls.
1,5,-,APPENDIX G,-,II,c1,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,"(c) Risk mitigation. The certificate holder must develop and implement risk mitigation procedures that:
(1) Select the appropriate mitigation strategies;"
1,5,-,APPENDIX G,-,II,c2,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(2) Implement the mitigation strategies; and
1,5,-,APPENDIX G,-,II,c3,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FATIGUE RISK MANAGEMENT Processes,(3) Monitor the strategies’ implementation and effectiveness.
1,5,-,APPENDIX G,-,III,iii,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,III. FRMS Safety Assurance Processes.
1,5,-,APPENDIX G,-,III,a1,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,"The certificate holder must develop and maintain FRMS safety assurance processes to:
(a) Provide for continuous FRMS performance monitoring, analysis of trends, and measurement to validate the effectiveness of the fatigue safety risk controls. The sources of data may include, but are not limited to:
(1) Hazard reporting and investigations;"
1,5,-,APPENDIX G,-,III,a2,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,(2) Audits and surveys; and
1,5,-,APPENDIX G,-,III,a3,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,(3) Reviews and fatigue studies;
1,5,-,APPENDIX G,-,III,b1,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,"(b) Provide a formal process for the management of change which must include but is not limited to:
(1) Identification of changes in the operational environment that may affect FRMS;"
1,5,-,APPENDIX G,-,III,b2,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,(2) Identification of changes within the organization that may affect FRMS; and
1,5,-,APPENDIX G,-,III,b3,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,(3) Consideration of available tools which could be used to maintain or improve FRMS performance prior to implementing changes; and
1,5,-,APPENDIX G,-,III,c1,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,"(c) Provide for the continuous improvement of the FRMS. This must include but is not limited to:
(1) The elimination and/or modification of risk controls that have had unintended consequences or that are no longer needed due to changes in the operational or organizational environment;"
1,5,-,APPENDIX G,-,III,c2,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,"(2) Routine evaluations of facilities, equipment, documentation and procedures; and"
1,5,-,APPENDIX G,-,III,c3,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Safety Assurance Processes,(3) The determination of the need to introduce new processes and procedures to mitigate emerging fatigue-related risks.
1,5,-,APPENDIX G,-,IV,iv,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Promotion Processes,IV. FRMS Promotion Processes.
1,5,-,APPENDIX G,-,IV,a,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Promotion Processes,"The following promotional processes must be established and implemented by the certificate holder as part of its FRMS:
(a) Training programs to ensure competency commensurate with the roles and responsibilities of management, airmen, and all other involved personnel under the planned FRMS; and"
1,5,-,APPENDIX G,-,IV,b1,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Promotion Processes,"(b) An effective FRMS communication plan that:
(1) Explains FRMS policies, procedures and responsibilities to all relevant stakeholders; and"
1,5,-,APPENDIX G,-,IV,b2,-,,FATIGUE RISK MANAGEMENT SYSTEM (FRMS),FRMS Promotion Processes,(2) Describes communication channels used to gather and disseminate FRMS-related information.
1,5,-,APPENDIX H,-,I,i,-,,GROUND SERVICE OPERATIONS UNDER GACAR PARTS 151,,I. Reserved.
