No,GACAR PART,SUBPART,APPENDIX,Subpart/ Appendix SECTION,Subpart / Appendix SUB-SECTION,OPS AREA,AREAS,SUBPART / APPENDIX HEADING,SUBPART SECTION / APPENDIX SECTION HEADING,REGULATION  STATEMENT,"COMPLIANCE STATUS
""C""""NC""N/A""""NF""",Department,AOC,Auditor Checklist Query,,,PRIMARY MANUAL,PRIMARY REFERENCE,SECONDARY MANUAL,SECONDARY REFERENCE,AUDITOR COMMENTS,AREAS EFFECTED,"REVIEW STATUS ""NC, N/A, RF, DEL""",DEPARTMENTAL APPROVAL,UPDATE STATUS,AREAS EFFECTED CORRECTED,REMARKS/ COMMENTS,QA FINAL CHECK,DEPARTMENT COMMENTS,QA COMMENTS,CHECK OTHER REFERENCE,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(1) Name and telephone number of the person reporting the discrepancy,",C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(2) Name of the operator,",C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(3) Specific location of the shipment concerned,",C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(4) Name of the shipper,",C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(5) Nature of the discrepancy, and",C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(6) Address of the shipper or person responsible for the discrepancy, if known.",C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,b,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(b) Discrepancies that must be reported under paragraph (a) of this section are those involving
dangerous goods which are improperly—",A,,,NO,NO,NO,-,-,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,(1) Described in the dangerous goods transport document;,C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,(2) Certified on the declaration attached to the dangerous goods transport document; or,C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.123,-,,,REPORTS AND RECORDS,Dangerous Goods Discrepancy Report,"(3) Labeled, marked or packaged in a manner making their status as dangerous goods not
ascertainable when accepted under the provisions of GACAR § 109.61, including packages
and baggage that are found to contain dangerous goods subsequent to their being offered and
accepted as other than dangerous goods.",C,,,NO,NO,NO,P-DGR,6.4,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,a,,,REPORTS AND RECORDS,Dangerous Goods Training Records,"(a) A DGPC holder, a DGTA holder, or an operator described in GACAR § 109.1(c) must maintain
records of the training required under Subpart F of this part for at least 36 months from the most
recent training completion date.",C,,,NO,NO,NO,P-DGR,8.7,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,b,,,REPORTS AND RECORDS,Dangerous Goods Training Records,(b) The record of training must include—,A,,,NO,NO,NO,-,-,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,-,,,REPORTS AND RECORDS,Dangerous Goods Training Records,(1) The individual’s name;,C,,,NO,NO,NO,P-DGR,8.7,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,-,,,REPORTS AND RECORDS,Dangerous Goods Training Records,(2) The most recent training completion date;,C,,,NO,NO,NO,P-DGR,8.7,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,-,,,REPORTS AND RECORDS,Dangerous Goods Training Records,"(3) A description or copy of, or reference to, training materials used to meet the training
requirements;",C,,,NO,NO,NO,P-DGR,8.7,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,-,,,REPORTS AND RECORDS,Dangerous Goods Training Records,(4) The name and address of the organization providing the training; and,C,,,NO,NO,NO,P-DGR,8.7,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,-,,,REPORTS AND RECORDS,Dangerous Goods Training Records,(5) Evidence that shows that a test has been completed satisfactorily.,C,,,NO,NO,NO,P-DGR,8.7,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.125,c,,,REPORTS AND RECORDS,Dangerous Goods Training Records,"(c) The holder of a certificate or authorization issued under this part must make training records
available upon request of the employee or the President.",C,,,NO,NO,NO,P-DGR,8.7,-,-,,,-,,,,,,,,,
,109,SUBPART H,,109.127,,,,REPORTS AND RECORDS,Dangerous Goods Records,"Each DGTA holder must retain a copy of the dangerous goods transport document, declaration,
shippers documents, acceptance checklist or electronic images thereof, that is accessible through its principal place of business and must make the dangerous goods transport document available,
upon request, to an authorized representative of the GACA. The DGTA holder must retain each
document for 1 year after the shipment is accepted from the DGPC.",A,,,NO,NO,NO,-,-,-,-,,,-,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
