No,GACAR PART,SUBPART,APPENDIX,SUBPART/ APPENDIX SECTION,SUBPART/ APPENDIXSUB SECTION,OPS AREA,AREAS,SUBPART/ APPENDIX  HEADING,SUBPART SECTION / APPENDIX SECTION HEADING,REGULATION  STATEMENT,Department,AOC,Auditor Checklist Query,,
1,121,SUBPART O,-,121.1145,a4,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,"4) Any other person who has the permission of each of the following three persons: the PIC, an appropriate management official of the GACAR Part 119 certificate holder, and the President.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,b,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,(b) Paragraph (a)(2) of this section does not limit the emergency authority of the PIC to exclude any person from the flightdeck in the interests of safety.,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,c,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,"c) For the purposes of paragraph (a)(3) of this section, employees of the Government of the Kingdom of Saudi Arabia who deal responsibly with matters relating to safety and employees of the certificate holder whose efficiency would be increased by familiarity with flight conditions, may be admitted by the certificate holder. However, the certificate holder must not admit employees of traffic, sales, or other departments that are not directly related to flight operations, unless they are eligible under paragraph a)(4) of this section.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,d,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,"d) No person may admit any person to the flightdeck unless there is a seat available for his use in the passenger compartment, except—",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,d1,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,"(1) A GACA flight operations inspector or authorized representative of the President or AIB who is checking or observing flight operations;
",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,d2,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,2) An air traffic controller who is authorized by the President to observe ATC procedures;,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,d3,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,3) A certificated airman employed by the certificate holder whose duties require an airman certificate;,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,d4,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,4) A certificated airman employed by another GACAR Part 119 certificate holder whose duties with that certificate holder require an airman certificate and who is authorized by the GACAR Part 119 certificate holder operating the aircraft to make specific trips over a route;,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,d5,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,"5) An employee of the GACAR Part 119 certificate holder operating the aircraft whose duty is directly related to the conduct or planning of flight operations or the in flight monitoring of aircraft equipment or operating procedures, if his presence on the flightdeck is necessary to perform his duties and he has been authorized in writing by a responsible supervisor, listed in the operations manual as having that authority; and",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1145,d6,-,"FLT, CAB, DSP, SEC",FLIGHT OPERATIONS,Admission to Flightdeck,"(6) A technical representative of the manufacturer of the aircraft or its components whose duties are directly related to the in flight monitoring of aircraft equipment or operating procedures, if his presence on the flightdeck is necessary to perform his duties and he has been authorized in writing by the President and by a responsible supervisor of the operations department of the GACAR Part 119 certificate holder, listed in the operations manual as having that authority.
",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1149,-,-,FLT,FLIGHT OPERATIONS,Manipulation of Controls,"No PIC may allow any person to manipulate the controls of an aircraft during flight nor may any person manipulate the controls during flight unless that person is—
",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1149,a,-,FLT,FLIGHT OPERATIONS,Manipulation of Controls,a) A qualified pilot of the certificate holder operating that aircraft;,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1149,b,-,FLT,FLIGHT OPERATIONS,Manipulation of Controls,"(b) An authorized pilot safety representative of the President or of the AIB who has the permission of the PIC, is qualified in the aircraft, and is checking flight operations; or",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1149,c,-,FLT,FLIGHT OPERATIONS,Manipulation of Controls,"c) A pilot of another certificate holder who has the permission of the PIC, is qualified in the aircraft, and s authorized by the certificate holder operating the aircraft.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1153,-,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Admission to Flightdeck: Government Security Agents.,"Whenever an agent of a government security service who is assigned the duty of protecting a person aboard an aircraft operated by a certificate holder considers it necessary in the performance of his duty to ride on the flightdeck of the aircraft, he must, upon request and presentation of his official credentials to the PIC of the aircraft, be admitted to the flightdeck and permitted to occupy an observer seat.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1157,-,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Admission to Flightdeck: Aviation Safety Inspector’s Credentials,"Whenever, in performing the duties of conducting an inspection, a GACA inspector presents an official Aviation Safety Inspector credential to the PIC of an aircraft operated by a certificate holder, the inspector must be given free and uninterrupted access to the flightdeck of that aircraft.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1161,a,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Observer’s Seat: En Route Inspections,"a) Except as provided in paragraph (c) of this section, each certificate holder must make available a seat on the flightdeck of each aircraft for occupancy by a GACA inspector while conducting an en route inspection. The location and equipment of the seat, with respect to its suitability for use in conducting an en route inspection, is determined by the President.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1161,b,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Observer’s Seat: En Route Inspections,"(b) In each aircraft that has more than one observer’s seat, in addition to the seats required for the crew complement for which the aircraft was certificated, the forward observer’s seat or the observer’s seat selected by the GACA inspector must be made available when complying with paragraph (a) of this section.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1161,c,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Observer’s Seat: En Route Inspections,"(c) For any aircraft type certificated before 20 December 1995, for not more than 30 passengers that does not have an observer seat on the flightdeck, the certificate holder must provide a forward passenger seat with headset or speaker for occupancy by the GACA inspector while conducting en route inspections.",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1165,a,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Closing and Locking of Flightdeck Door,"a) Except as provided in paragraph (b) of this section, a PIC of an aircraft that has a lockable flightdeck door under GACAR § 121.513(o) and that is carrying passengers must ensure that the door separating the flightdeck from the passenger compartment is closed and locked at all times when the aircraft is being operated.",FLT,All 122,YES,YES,YES
1,121,SUBPART O,-,121.1165,b,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Closing and Locking of Flightdeck Door,"b) Paragraph (a) of this section do not apply at any time when it is necessary to permit access and egress by persons authorized under GACAR § 121.1145 and provided the GACAR Part 119 certificate holder complies with procedures approved by the President regarding the opening, closing and locking of the flightdeck doors.",FLT,All 122,YES,YES,YES
1,121,SUBPART O,-,121.1169,-,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Requirement To View the Area Outside the Flightdeck Door,"from the time the aircraft moves in order to initiate a flight segment through the end of that flight segment, no person may unlock or open the flightdeck door unless—",FLT,All 123,YES,YES,YES
1,121,SUBPART O,-,121.1169,a,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Requirement To View the Area Outside the Flightdeck Door,(a) A person authorized to be on the flightdeck uses an approved audio procedure and an approved visual device to verify that—,FLT,All 123,YES,YES,YES
1,121,SUBPART O,-,121.1169,a1,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Requirement To View the Area Outside the Flightdeck Door,1) The area outside the flightdeck door is secure and,FLT,All 123,YES,YES,YES
1,121,SUBPART O,-,121.1169,a2,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Requirement To View the Area Outside the Flightdeck Door,"(2) If someone outside the flightdeck is seeking to have the flightdeck door opened, that person is not under duress, and;",FLT,All 123,YES,YES,YES
1,121,SUBPART O,-,121.1169,b,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Requirement To View the Area Outside the Flightdeck Door,"b) After the requirements of paragraph (a) of this section have been satisfactorily accomplished, the crew member in charge on the flightdeck authorizes the door to be unlocked and opened.
",FLT,All 123,YES,YES,YES
1,121,SUBPART O,-,121.1173,-,-,"FLT, DSP, CAB, SEC, SFTY",FLIGHT OPERATIONS,Means To Discreetly Notify a Flight Crew Member,"For all passenger carrying aircraft that require a lockable flightdeck door, the certificate holder must have an approved means by which the cabin crew members can discreetly notify the flight crew in the event of suspicious activity or security breaches in the cabin.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1177,a,-,"FLT, DSP, MNT",FLIGHT OPERATIONS,Flying Equipment,(a) The PIC must ensure that appropriate aeronautical charts containing adequate information concerning navigation aids and instrument approach procedures are aboard the aircraft for each flight.,FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1177,b,-,"FLT, DSP, MNT",FLIGHT OPERATIONS,Flying Equipment,"b) Each crew member must, on each flight, have readily available for his use a flashlight in good working order.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1181,-,-,FLT,FLIGHT OPERATIONS,Flight Crew Equipment,"A flight crew member assessed as fit to exercise the privileges of a certificate, subject to the use of suitable correcting lenses, must have a spare set of the correcting lenses readily available when exercising those privileges.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1185,a,-,FLT,FLIGHT OPERATIONS,Portable Breathing Equipment: Preflight Inspection,"(a) Before each flight, each PBE at a flight crew member duty station must be checked by the flight crew member who will use the equipment to ensure that the equipment—",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1185,a1,-,FLT,FLIGHT OPERATIONS,Portable Breathing Equipment: Preflight Inspection,"(1) For other than chemical oxygen generator systems, is functioning, is serviceable, fits properly (unless a universal fit type), and is connected to supply terminals and that the breathing gas supply and pressure are adequate for use and",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1185,a2,-,FLT,FLIGHT OPERATIONS,Portable Breathing Equipment: Preflight Inspection,"(2) For chemical oxygen generator systems, is serviceable and fits properly (unless a universal fit type).",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1185,b,-,FLT,FLIGHT OPERATIONS,Portable Breathing Equipment: Preflight Inspection,"b) Each PBE stored at a location other than a flight crew member duty station must be checked by a designated crew member to ensure that each is properly stowed and serviceable, and, for other than chemical oxygen generator systems, the breathing gas supply is fully charged. Each certificate holder, in its operations manual, must designate at least one crew member to perform those checks before he takes off in that aircraft for his first flight of the day.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1189,a,-,"FLT, CAB",FLIGHT OPERATIONS,Aircraft Evacuation Capability,"(a) No person may cause an aircraft carrying passengers to be moved on the surface, take off, or land unless each automatically deployable emergency evacuation assisting means installed under GACAR § 25.810 or 29.809, as applicable, is ready for evacuation.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1189,b,-,"FLT, CAB",FLIGHT OPERATIONS,Aircraft Evacuation Capability,"b) Each certificate holder must ensure that, at all times passengers are on board prior to aircraft movement on the surface, at least one floor level exit provides for the egress of passengers through normal or emergency means.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1193,-,-,"FLT, CAB, MNT",FLIGHT OPERATIONS,Reporting Mechanical Irregularities,"The PIC must ensure all mechanical irregularities occurring during flight time are entered in the maintenance log of the aircraft at the end of that flight time. Before each flight, the PIC must ascertain the status of each irregularity entered in the log at the end of the preceding flight.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1201,-,-,"FLT, DSP",FLIGHT OPERATIONS,Instrument Approach Procedures and IFR Landing Minimums,No person may make an instrument approach at an aerodrome except under IFR weather minimums and instrument approach procedures set forth in the certificate holder’s operations specifications.,FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1205,a,-,"FLT, DSP",FLIGHT OPERATIONS,VFR Takeoff and Landing Weather Minimums,"(a) Except as provided in paragraph (b) of this section, no pilot may take off or land an aircraft under VFR when the reported ceiling or visibility is less than the following:",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1205,a1,-,"FLT, DSP",FLIGHT OPERATIONS,VFR Takeoff and Landing Weather Minimums,(1) For day operations—1 000 ft (300 m) ceiling and 1 850 m visibility.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1205,a2,-,"FLT, DSP",FLIGHT OPERATIONS,VFR Takeoff and Landing Weather Minimums,2) For authorized night operations—1 000 ft (300 m) ceiling and 3 700 m visibility.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1205,b,-,"FLT, DSP",FLIGHT OPERATIONS,VFR Takeoff and Landing Weather Minimums,"(b) Where a local surface restriction to visibility exists (for example, smoke, dust, blowing snow or sand) the visibility for day and authorized night operations may be reduced to 800 m, if all turns after takeoff and prior to landing, and all flight beyond 1 850 m (1 NM) from the aerodrome boundary can be accomplished above or outside the area of local surface visibility restriction.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1205,c,-,"FLT, DSP",FLIGHT OPERATIONS,VFR Takeoff and Landing Weather Minimums,(c) The weather minimums in this section do not apply to the VFR operation of fixed wing aircraft at any of the locations where the special weather minimums of GACAR § 91.167 are not applicable. The basic VFR weather minimums of GACAR § 91.165 apply at those locations.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1209,a,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,"(a) General. Notwithstanding GACAR § 91.67 or any rule applicable outside the Kingdom of Saudi Arabia, no person may operate an aircraft below the minimums set forth in paragraphs (b) and (c) of this section, except when necessary for takeoff or landing, or except when, after considering the character of the terrain, the quality and quantity of meteorological services, the navigation facilities available, and other flight conditions, the President prescribes other minimums for any route or part of a route where he finds that the safe conduct of the flight requires other altitudes. Outside of the Kingdom of Saudi Arabia the minimums prescribed in this section are controlling unless higher minimums are prescribed in a certificate holder’s operations specifications or by the foreign country over which the aircraft is operating.
",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1209,b,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,"b) Day VFR operations. No person may operate any aircraft under VFR during the day at an altitude less than 1 000 ft (300 m) above the surface or less than 1 000 ft (300 m) from any mountain, hill, or other obstruction to flight.
",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1209,c,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,"(c) Authorized night VFR, IFR, and over the top operations. No person may operate an aircraft under IFR including over the top or authorized VFR at night at an altitude less than 1 000 ft (300 m) above the highest obstacle within a horizontal distance of 9 km (5 NM) from the center of the intended course, or, in designated mountainous areas, less than 2 000 ft (600 m) above the highest obstacle within a horizontal distance of 9 km (5 NM) from the center of the intended course.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1209,d,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,(d) Day over-the-top operations below minimum en route altitudes. A person may conduct day over the top operations in an aircraft at flight altitudes lower than the minimum en route IFR altitudes if—,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1209,d1,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,(1) The operation is conducted at least 1 000 ft (300 m) above the top of lower broken or overcast cloud cover;,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1209,d2,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,(2) The top of the lower cloud cover is generally uniform and level;,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1209,d3,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,3) Flight visibility is at least 9 km (5 NM); and,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1209,d4,-,"FLT, DSP",FLIGHT OPERATIONS,Flight Altitude Rules,4) The base of any higher broken or overcast cloud cover is generally uniform and level and is at least 1 000 ft (300 m) above the minimum en route IFR altitude for that route segment.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1213,a,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: General,"(a) No person may take off an aircraft that has frost, ice, or snow adhering to the aircraft or when the takeoff would not be in compliance with GACAR § 121.1217 except takeoffs may be made with frost under the wing in the area of the fuel tanks if authorized by the President.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1213,b,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: General,"b) No certificate holder may authorize an aircraft to operate in ground icing conditions and no pilot may operate an aircraft any time conditions are such that frost, ice, or snow may reasonably be expected to adhere to the aircraft unless the certificate holder has an approved deicing/anti icing program that complies with GACAR § 121.1217 and the takeoff complies with that program.",FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1213,c,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: General,(c) No person may continue to operate an aircraft en route or land an aircraft when icing conditions are expected or met that might adversely affect the safety of flight.,FLT,All 124,YES,YES,YES
1,121,SUBPART O,-,121.1215,-,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"No person may operate an airplane with a certificated maximum takeoff weight less than 27 251 kg in conditions conducive to airframe icing unless it complies with this section. As used in this section, the phrase ""conditions conducive to airframe icing"" means visible moisture at or below a static air temperature of 5 °C or a total air temperature of 10 °C, unless the Aircraft Flight Manual provides another definition.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"a) When operating in conditions conducive to airframe icing, compliance must be shown with paragraph (a)(1), or (2), or (3) of this section.
",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a1,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,1) The airplane must be equipped with an approved primary airframe ice detection system.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a1 (i),-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(i) The airframe ice protection system must be activated automatically or manually by the flight crew, when the primary ice detection system indicates activation is necessary.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a1 (ii),-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(ii) When the airframe ice protection system is activated, any other procedures in the Aircraft Flight Manual for operating in icing conditions must be initiated.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a2 ,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,(2) Visual cues of the first sign of ice formation anywhere on the airplane and an approved advisory airframe ice detection system must be provided.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a2 (i),-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(i) The airframe ice protection system must be activated when any of the visual cues are observed or when the advisory airframe ice detection system indicates activation is necessary, whichever occurs first.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a2 (ii),-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(ii) When the airframe ice protection system is activated, any other procedures in the Aircraft Flight Manual for operating in icing conditions must be initiated.
",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 ,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(3) If the airplane is not equipped to comply with the provisions of paragraph (a)(1) or (2) of this section, then the following apply:",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (i),-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(i) When operating in conditions conducive to airframe icing, the airframe ice protection system must be activated prior to, and operated during, the following phases of flight:",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (i)A,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(A) Takeoff climb after second segment,",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (i)B,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"B) En route climb,",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (i)C,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"C) Go-around climb,",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (i)D,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"D) Holding,",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (i)E,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"E) Maneuvering for approach and landing, and",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (i)F,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,F) Any other operation at approach or holding airspeeds.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (ii),-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"ii) During any other phase of flight, the airframe ice protection system must be activated and operated at the first sign of ice formation anywhere on the airplane, unless the Aircraft Flight Manual specifies that the airframe ice protection system should not be used or provides other operational instructions.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,a3 (iii),-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"iii) Any additional procedures for operation in conditions conducive to icing specified in the Aircraft Flight Manual or in the manual required by GACAR § 121.139 must be initiated.
",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,b,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(b) If the procedures specified in paragraph (a)(3)(i) of this section are specifically prohibited in the Aircraft Flight Manual, compliance must be shown with the requirements of paragraph (a)(1) or (2) of this section.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,c,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,c) Procedures necessary for safe operation of the airframe ice protection system must be established and documented in:,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,c1,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"(1) The Aircraft Flight Manual for airplanes that comply with paragraph (a)(1) or (2) of this section, or
",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,c2,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"
(2) The Aircraft Flight Manual or in the manual required by GACAR § 121.139 for airplanes that comply with paragraph (a)(3) of this section.",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,d,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"d) Procedures for operation of the airframe ice protection system must include initial activation, operation after initial activation, and deactivation. Procedures for operation after initial activation of the ice protection system must address--",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,d1,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"1) Continuous operation,",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,d2,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"2) Automatic cycling,",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,d3,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,"3) Manual cycling if the airplane is equipped with an ice detection system that alerts the flightcrew each time the ice protection system must be cycled, or",FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,d4,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,4) Manual cycling based on a time interval if the airplane type is not equipped with features necessary to implement (d)(1)-(3) of this section.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1215,e,-,"FLT, DSP",FLIGHT OPERATIONS,Operation in Icing Conditions: Airplanes With a Maximum Takeoff Mass Less Than 27 215 kg,e) System installations used to comply with paragraph (a)(1) or (a)(2) of this section must be approved in accordance with GACAR Part 21.,FLT,All 121,NO,NO,NO
1,121,SUBPART O,-,121.1217,-,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,An approved ground deicing/anti icing program must include at least the following items:,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,a,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,a) A detailed description of—,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,a1,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"1) How the certificate holder determines that conditions are such that frost, ice, or snow may reasonably be expected to adhere to the aircraft and that ground deicing/anti icing operational procedures must be in effect,",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,a2,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"2) Who is responsible for deciding that ground deicing/anti icing operational procedures must be in effect,",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,a3,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"3) The procedures for implementing ground deicing/anti icing operational procedures, and",FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,a4,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,(4) The specific duties and responsibilities of each operational position or group responsible for getting the aircraft safely airborne while ground deicing/anti icing operational procedures are in effect.,FLT,All 121,YES,YES,YES
1,121,SUBPART O,-,121.1217,b,-,"FLT, DSP, MNT, GRH",FLIGHT OPERATIONS,Ground Deicing/Anti Icing Program Requirements,"b) Initial and annual recurrent ground training and testing for flight crew members and qualification for all other affected personnel (for example, aircraft dispatchers, ground crews, contract personnel) concerning the specific requirements of the approved program and each person’s responsibilities and duties under the approved program, specifically covering the following areas:",FLT,All 121,YES,YES,YES
